LOAN_ID,GENDER,MARRIED,DEPENDENTS,EDUCATION,SELF_EMPLOYED,APPLICANTINCOME,COAPPLICANTINCOME,LOANAMOUNT,LOAN_AMOUNT_TERM,CREDIT_HISTORY,PROPERTY_AREA,LOAN_STATUS,TOTALINCOME
LP001586,Male,Yes,3,Not Graduate,No,3522,0,81.0,180.0,1.0,Rural,0,3522
LP001594,Male,Yes,0,Graduate,No,5708,5625,187.0,360.0,1.0,Semiurban,1,11333
LP001603,Male,Yes,0,Not Graduate,Yes,4344,736,87.0,360.0,1.0,Semiurban,0,5080
LP001606,Male,Yes,0,Graduate,No,3497,1964,116.0,360.0,1.0,Rural,1,5461
LP001608,Male,Yes,2,Graduate,No,2045,1619,101.0,360.0,1.0,Rural,1,3664
LP001610,Male,Yes,3,Graduate,No,5516,11300,495.0,360.0,0.0,Semiurban,0,16816
LP001616,Male,Yes,1,Graduate,No,3750,0,116.0,360.0,1.0,Semiurban,1,3750
LP001630,Male,No,0,Not Graduate,No,2333,1451,102.0,480.0,0.0,Urban,0,3784
LP001633,Male,Yes,1,Graduate,No,6400,7250,180.0,360.0,0.0,Urban,0,13650
LP001634,Male,No,0,Graduate,No,1916,5063,67.0,360.0,1.0,Rural,0,6979
LP001636,Male,Yes,0,Graduate,No,4600,0,73.0,180.0,1.0,Semiurban,1,4600
LP001637,Male,Yes,1,Graduate,No,33846,0,260.0,360.0,1.0,Semiurban,0,33846
LP001639,Female,Yes,0,Graduate,No,3625,0,108.0,360.0,1.0,Semiurban,1,3625
LP001640,Male,Yes,0,Graduate,Yes,39147,4750,120.0,360.0,1.0,Semiurban,1,43897
LP001641,Male,Yes,1,Graduate,Yes,2178,0,66.0,300.0,0.0,Rural,0,2178
LP001643,Male,Yes,0,Graduate,No,2383,2138,58.0,360.0,1.0,Rural,1,4521
LP001644,Male,Yes,0,Graduate,Yes,674,5296,168.0,360.0,1.0,Rural,1,5970
LP001647,Male,Yes,0,Graduate,No,9328,0,188.0,180.0,1.0,Rural,1,9328
LP001653,Male,No,0,Not Graduate,No,4885,0,48.0,360.0,1.0,Rural,1,4885
LP001656,Male,No,0,Graduate,No,12000,0,164.0,360.0,1.0,Semiurban,0,12000
LP001657,Male,Yes,0,Not Graduate,No,6033,0,160.0,360.0,1.0,Urban,0,6033
LP001658,Male,No,0,Graduate,No,3858,0,76.0,360.0,1.0,Semiurban,1,3858
LP001664,Male,No,0,Graduate,No,4191,0,120.0,360.0,1.0,Rural,1,4191
LP001665,Male,Yes,1,Graduate,No,3125,2583,170.0,360.0,1.0,Semiurban,0,5708
LP001666,Male,No,0,Graduate,No,8333,3750,187.0,360.0,1.0,Rural,1,12083
LP001669,Female,No,0,Not Graduate,No,1907,2365,120.0,360.0,1.0,Urban,1,4272
LP001671,Female,Yes,0,Graduate,No,3416,2816,113.0,360.0,1.0,Semiurban,1,6232
LP001673,Male,No,0,Graduate,Yes,11000,0,83.0,360.0,1.0,Urban,0,11000
LP001674,Male,Yes,1,Not Graduate,No,2600,2500,90.0,360.0,1.0,Semiurban,1,5100
LP001677,Male,No,2,Graduate,No,4923,0,166.0,360.0,0.0,Semiurban,1,4923
LP001682,Male,Yes,3,Not Graduate,No,3992,0,128.0,180.0,1.0,Urban,0,3992
LP001688,Male,Yes,1,Not Graduate,No,3500,1083,135.0,360.0,1.0,Urban,1,4583
LP001691,Male,Yes,2,Not Graduate,No,3917,0,124.0,360.0,1.0,Semiurban,1,3917
LP001692,Female,No,0,Not Graduate,No,4408,0,120.0,360.0,1.0,Semiurban,1,4408
LP001693,Female,No,0,Graduate,No,3244,0,80.0,360.0,1.0,Urban,1,3244
LP001698,Male,No,0,Not Graduate,No,3975,2531,55.0,360.0,1.0,Rural,1,6506
LP001699,Male,No,0,Graduate,No,2479,0,59.0,360.0,1.0,Urban,1,2479
LP001702,Male,No,0,Graduate,No,3418,0,127.0,360.0,1.0,Semiurban,0,3418
LP001708,Female,No,0,Graduate,No,10000,0,214.0,360.0,1.0,Semiurban,0,10000
LP001711,Male,Yes,3,Graduate,No,3430,1250,128.0,360.0,0.0,Semiurban,0,4680
LP001713,Male,Yes,1,Graduate,Yes,7787,0,240.0,360.0,1.0,Urban,1,7787
LP001715,Male,Yes,3,Not Graduate,Yes,5703,0,130.0,360.0,1.0,Rural,1,5703
LP001716,Male,Yes,0,Graduate,No,3173,3021,137.0,360.0,1.0,Urban,1,6194
LP001720,Male,Yes,3,Not Graduate,No,3850,983,100.0,360.0,1.0,Semiurban,1,4833
LP001722,Male,Yes,0,Graduate,No,150,1800,135.0,360.0,1.0,Rural,0,1950
LP001726,Male,Yes,0,Graduate,No,3727,1775,131.0,360.0,1.0,Semiurban,1,5502
LP001732,Male,Yes,2,Graduate,No,5000,0,72.0,360.0,0.0,Semiurban,0,5000
LP001734,Female,Yes,2,Graduate,No,4283,2383,127.0,360.0,1.0,Semiurban,1,6666
LP001736,Male,Yes,0,Graduate,No,2221,0,60.0,360.0,0.0,Urban,0,2221
LP001743,Male,Yes,2,Graduate,No,4009,1717,116.0,360.0,1.0,Semiurban,1,5726
LP001744,Male,No,0,Graduate,No,2971,2791,144.0,360.0,1.0,Semiurban,1,5762
LP001749,Male,Yes,0,Graduate,No,7578,1010,175.0,360.0,1.0,Semiurban,1,8588
LP001750,Male,Yes,0,Graduate,No,6250,0,128.0,360.0,1.0,Semiurban,1,6250
LP001751,Male,Yes,0,Graduate,No,3250,0,170.0,360.0,1.0,Rural,0,3250
LP001754,Male,Yes,0,Not Graduate,Yes,4735,0,138.0,360.0,1.0,Urban,0,4735
LP001758,Male,Yes,2,Graduate,No,6250,1695,210.0,360.0,1.0,Semiurban,1,7945
LP001760,Male,Yes,0,Graduate,No,4758,0,158.0,480.0,1.0,Semiurban,1,4758
LP001761,Male,No,0,Graduate,Yes,6400,0,200.0,360.0,1.0,Rural,1,6400
LP001765,Male,Yes,1,Graduate,No,2491,2054,104.0,360.0,1.0,Semiurban,1,4545
LP001768,Male,Yes,0,Graduate,No,3716,0,42.0,180.0,1.0,Rural,1,3716
LP001770,Male,No,0,Not Graduate,No,3189,2598,120.0,360.0,1.0,Rural,1,5787
LP001776,Female,No,0,Graduate,No,8333,0,280.0,360.0,1.0,Semiurban,1,8333
LP001778,Male,Yes,1,Graduate,No,3155,1779,140.0,360.0,1.0,Semiurban,1,4934
LP001784,Male,Yes,1,Graduate,No,5500,1260,170.0,360.0,1.0,Rural,1,6760
LP001786,Male,Yes,0,Graduate,No,5746,0,255.0,360.0,1.0,Urban,0,5746
LP001788,Female,No,0,Graduate,Yes,3463,0,122.0,360.0,1.0,Urban,1,3463
LP001790,Female,No,1,Graduate,No,3812,0,112.0,360.0,1.0,Rural,1,3812
LP001792,Male,Yes,1,Graduate,No,3315,0,96.0,360.0,1.0,Semiurban,1,3315
LP001798,Male,Yes,2,Graduate,No,5819,5000,120.0,360.0,1.0,Rural,1,10819
LP001800,Male,Yes,1,Not Graduate,No,2510,1983,140.0,180.0,1.0,Urban,0,4493
LP001806,Male,No,0,Graduate,No,2965,5701,155.0,60.0,1.0,Urban,1,8666
LP001807,Male,Yes,2,Graduate,Yes,6250,1300,108.0,360.0,1.0,Rural,1,7550
LP001811,Male,Yes,0,Not Graduate,No,3406,4417,123.0,360.0,1.0,Semiurban,1,7823
LP001813,Male,No,0,Graduate,Yes,6050,4333,120.0,180.0,1.0,Urban,0,10383
LP001814,Male,Yes,2,Graduate,No,9703,0,112.0,360.0,1.0,Urban,1,9703
LP001819,Male,Yes,1,Not Graduate,No,6608,0,137.0,180.0,1.0,Urban,1,6608
LP001824,Male,Yes,1,Graduate,No,2882,1843,123.0,480.0,1.0,Semiurban,1,4725
LP001825,Male,Yes,0,Graduate,No,1809,1868,90.0,360.0,1.0,Urban,1,3677
LP001835,Male,Yes,0,Not Graduate,No,1668,3890,201.0,360.0,0.0,Semiurban,0,5558
LP001836,Female,No,2,Graduate,No,3427,0,138.0,360.0,1.0,Urban,0,3427
LP001841,Male,No,0,Not Graduate,Yes,2583,2167,104.0,360.0,1.0,Rural,1,4750
LP001843,Male,Yes,1,Not Graduate,No,2661,7101,279.0,180.0,1.0,Semiurban,1,9762
LP001844,Male,No,0,Graduate,Yes,16250,0,192.0,360.0,0.0,Urban,0,16250
LP001846,Female,No,3,Graduate,No,3083,0,255.0,360.0,1.0,Rural,1,3083
LP001849,Male,No,0,Not Graduate,No,6045,0,115.0,360.0,0.0,Rural,0,6045
LP001854,Male,Yes,3,Graduate,No,5250,0,94.0,360.0,1.0,Urban,0,5250
LP001859,Male,Yes,0,Graduate,No,14683,2100,304.0,360.0,1.0,Rural,0,16783
LP001864,Male,Yes,3,Not Graduate,No,4931,0,128.0,360.0,1.0,Semiurban,0,4931
LP001865,Male,Yes,1,Graduate,No,6083,4250,330.0,360.0,1.0,Urban,1,10333
LP001868,Male,No,0,Graduate,No,2060,2209,134.0,360.0,1.0,Semiurban,1,4269
LP001870,Female,No,1,Graduate,No,3481,0,155.0,36.0,1.0,Semiurban,0,3481
LP001871,Female,No,0,Graduate,No,7200,0,120.0,360.0,1.0,Rural,1,7200
LP001872,Male,No,0,Graduate,Yes,5166,0,128.0,360.0,1.0,Semiurban,1,5166
LP001875,Male,No,0,Graduate,No,4095,3447,151.0,360.0,1.0,Rural,1,7542
LP001877,Male,Yes,2,Graduate,No,4708,1387,150.0,360.0,1.0,Semiurban,1,6095
LP001882,Male,Yes,3,Graduate,No,4333,1811,160.0,360.0,0.0,Urban,1,6144
LP001883,Female,No,0,Graduate,No,3418,0,135.0,360.0,1.0,Rural,0,3418
LP001884,Female,No,1,Graduate,No,2876,1560,90.0,360.0,1.0,Urban,1,4436
LP001888,Female,No,0,Graduate,No,3237,0,30.0,360.0,1.0,Urban,1,3237
LP001891,Male,Yes,0,Graduate,No,11146,0,136.0,360.0,1.0,Urban,1,11146
LP001892,Male,No,0,Graduate,No,2833,1857,126.0,360.0,1.0,Rural,1,4690
LP001894,Male,Yes,0,Graduate,No,2620,2223,150.0,360.0,1.0,Semiurban,1,4843
LP001896,Male,Yes,2,Graduate,No,3900,0,90.0,360.0,1.0,Semiurban,1,3900
LP001900,Male,Yes,1,Graduate,No,2750,1842,115.0,360.0,1.0,Semiurban,1,4592
LP001903,Male,Yes,0,Graduate,No,3993,3274,207.0,360.0,1.0,Semiurban,1,7267
LP001904,Male,Yes,0,Graduate,No,3103,1300,80.0,360.0,1.0,Urban,1,4403
LP001907,Male,Yes,0,Graduate,No,14583,0,436.0,360.0,1.0,Semiurban,1,14583
LP001908,Female,Yes,0,Not Graduate,No,4100,0,124.0,360.0,1.0,Rural,1,4100
LP001910,Male,No,1,Not Graduate,Yes,4053,2426,158.0,360.0,0.0,Urban,0,6479
LP001914,Male,Yes,0,Graduate,No,3927,800,112.0,360.0,1.0,Semiurban,1,4727
LP001915,Male,Yes,2,Graduate,No,2301,986,78.0,180.0,1.0,Urban,1,3287
LP001917,Female,No,0,Graduate,No,1811,1666,54.0,360.0,1.0,Urban,1,3477
LP001922,Male,Yes,0,Graduate,No,20667,0,128.0,360.0,1.0,Rural,0,20667
LP001924,Male,No,0,Graduate,No,3158,3053,89.0,360.0,1.0,Rural,1,6211
LP001925,Female,No,0,Graduate,Yes,2600,1717,99.0,300.0,1.0,Semiurban,0,4317
LP001926,Male,Yes,0,Graduate,No,3704,2000,120.0,360.0,1.0,Rural,1,5704
LP001931,Female,No,0,Graduate,No,4124,0,115.0,360.0,1.0,Semiurban,1,4124
LP001935,Male,No,0,Graduate,No,9508,0,187.0,360.0,1.0,Rural,1,9508
LP001936,Male,Yes,0,Graduate,No,3075,2416,139.0,360.0,1.0,Rural,1,5491
LP001938,Male,Yes,2,Graduate,No,4400,0,127.0,360.0,0.0,Semiurban,0,4400
LP001940,Male,Yes,2,Graduate,No,3153,1560,134.0,360.0,1.0,Urban,1,4713
LP001945,Female,No,0,Graduate,No,5417,0,143.0,480.0,0.0,Urban,0,5417
LP001947,Male,Yes,0,Graduate,No,2383,3334,172.0,360.0,1.0,Semiurban,1,5717
LP001949,Male,Yes,3,Graduate,No,4416,1250,110.0,360.0,1.0,Urban,1,5666
LP001953,Male,Yes,1,Graduate,No,6875,0,200.0,360.0,1.0,Semiurban,1,6875
LP001954,Female,Yes,1,Graduate,No,4666,0,135.0,360.0,1.0,Urban,1,4666
LP001955,Female,No,0,Graduate,No,5000,2541,151.0,480.0,1.0,Rural,0,7541
LP001963,Male,Yes,1,Graduate,No,2014,2925,113.0,360.0,1.0,Urban,0,4939
LP001964,Male,Yes,0,Not Graduate,No,1800,2934,93.0,360.0,0.0,Urban,0,4734
LP001972,Male,Yes,0,Not Graduate,No,2875,1750,105.0,360.0,1.0,Semiurban,1,4625
LP001974,Female,No,0,Graduate,No,5000,0,132.0,360.0,1.0,Rural,1,5000
LP001977,Male,Yes,1,Graduate,No,1625,1803,96.0,360.0,1.0,Urban,1,3428
LP001978,Male,No,0,Graduate,No,4000,2500,140.0,360.0,1.0,Rural,1,6500
LP001990,Male,No,0,Not Graduate,No,2000,0,128.0,360.0,1.0,Urban,0,2000
LP001993,Female,No,0,Graduate,No,3762,1666,135.0,360.0,1.0,Rural,1,5428
LP001994,Female,No,0,Graduate,No,2400,1863,104.0,360.0,0.0,Urban,0,4263
LP001996,Male,No,0,Graduate,No,20233,0,480.0,360.0,1.0,Rural,0,20233
LP001998,Male,Yes,2,Not Graduate,No,7667,0,185.0,360.0,1.0,Rural,1,7667
LP002002,Female,No,0,Graduate,No,2917,0,84.0,360.0,1.0,Semiurban,1,2917
LP002004,Male,No,0,Not Graduate,No,2927,2405,111.0,360.0,1.0,Semiurban,1,5332
LP002006,Female,No,0,Graduate,No,2507,0,56.0,360.0,1.0,Rural,1,2507
LP002008,Male,Yes,2,Graduate,Yes,5746,0,144.0,84.0,1.0,Rural,1,5746
LP002024,Male,Yes,0,Graduate,No,2473,1843,159.0,360.0,1.0,Rural,0,4316
LP002031,Male,Yes,1,Not Graduate,No,3399,1640,111.0,180.0,1.0,Urban,1,5039
LP002035,Male,Yes,2,Graduate,No,3717,0,120.0,360.0,1.0,Semiurban,1,3717
LP002036,Male,Yes,0,Graduate,No,2058,2134,88.0,360.0,1.0,Urban,1,4192
LP002043,Female,No,1,Graduate,No,3541,0,112.0,360.0,1.0,Semiurban,1,3541
LP002050,Male,Yes,1,Graduate,Yes,10000,0,155.0,360.0,1.0,Rural,0,10000
LP002051,Male,Yes,0,Graduate,No,2400,2167,115.0,360.0,1.0,Semiurban,1,4567
LP002053,Male,Yes,3,Graduate,No,4342,189,124.0,360.0,1.0,Semiurban,1,4531
LP002054,Male,Yes,2,Not Graduate,No,3601,1590,128.0,360.0,1.0,Rural,1,5191
LP002055,Female,No,0,Graduate,No,3166,2985,132.0,360.0,1.0,Rural,1,6151
LP002065,Male,Yes,3,Graduate,No,15000,0,300.0,360.0,1.0,Rural,1,15000
LP002067,Male,Yes,1,Graduate,Yes,8666,4983,376.0,360.0,0.0,Rural,0,13649
LP002068,Male,No,0,Graduate,No,4917,0,130.0,360.0,0.0,Rural,1,4917
LP002082,Male,Yes,0,Graduate,Yes,5818,2160,184.0,360.0,1.0,Semiurban,1,7978
LP002086,Female,Yes,0,Graduate,No,4333,2451,110.0,360.0,1.0,Urban,0,6784
LP002087,Female,No,0,Graduate,No,2500,0,67.0,360.0,1.0,Urban,1,2500
LP002097,Male,No,1,Graduate,No,4384,1793,117.0,360.0,1.0,Urban,1,6177
LP002098,Male,No,0,Graduate,No,2935,0,98.0,360.0,1.0,Semiurban,1,2935
LP002100,Male,No,0,Graduate,No,2833,0,71.0,360.0,1.0,Urban,1,2833
LP002101,Male,Yes,0,Graduate,No,63337,0,490.0,180.0,1.0,Urban,1,63337
LP002103,Male,Yes,1,Graduate,Yes,9833,1833,182.0,180.0,1.0,Urban,1,11666
LP002106,Male,Yes,0,Graduate,Yes,5503,4490,70.0,360.0,1.0,Semiurban,1,9993
LP002110,Male,Yes,1,Graduate,No,5250,688,160.0,360.0,1.0,Rural,1,5938
LP002112,Male,Yes,2,Graduate,Yes,2500,4600,176.0,360.0,1.0,Rural,1,7100
LP002113,Female,No,3,Not Graduate,No,1830,0,128.0,360.0,0.0,Urban,0,1830
LP002114,Female,No,0,Graduate,No,4160,0,71.0,360.0,1.0,Semiurban,1,4160
LP002115,Male,Yes,3,Not Graduate,No,2647,1587,173.0,360.0,1.0,Rural,0,4234
LP002116,Female,No,0,Graduate,No,2378,0,46.0,360.0,1.0,Rural,0,2378
LP002119,Male,Yes,1,Not Graduate,No,4554,1229,158.0,360.0,1.0,Urban,1,5783
LP002126,Male,Yes,3,Not Graduate,No,3173,0,74.0,360.0,1.0,Semiurban,1,3173
LP002128,Male,Yes,2,Graduate,No,2583,2330,125.0,360.0,1.0,Rural,1,4913
LP002129,Male,Yes,0,Graduate,No,2499,2458,160.0,360.0,1.0,Semiurban,1,4957
LP002130,Male,Yes,0,Not Graduate,No,3523,3230,152.0,360.0,0.0,Rural,0,6753
LP002131,Male,Yes,2,Not Graduate,No,3083,2168,126.0,360.0,1.0,Urban,1,5251
LP002137,Male,Yes,0,Graduate,No,6333,4583,259.0,360.0,1.0,Semiurban,1,10916
LP002138,Male,Yes,0,Graduate,No,2625,6250,187.0,360.0,1.0,Rural,1,8875
LP002139,Male,Yes,0,Graduate,No,9083,0,228.0,360.0,1.0,Semiurban,1,9083
LP002140,Male,No,0,Graduate,No,8750,4167,308.0,360.0,1.0,Rural,0,12917
LP002141,Male,Yes,3,Graduate,No,2666,2083,95.0,360.0,1.0,Rural,1,4749
LP002142,Female,Yes,0,Graduate,Yes,5500,0,105.0,360.0,0.0,Rural,0,5500
LP002143,Female,Yes,0,Graduate,No,2423,505,130.0,360.0,1.0,Semiurban,1,2928
LP002144,Female,No,0,Graduate,No,3813,0,116.0,180.0,1.0,Urban,1,3813
LP002149,Male,Yes,2,Graduate,No,8333,3167,165.0,360.0,1.0,Rural,1,11500
LP002151,Male,Yes,1,Graduate,No,3875,0,67.0,360.0,1.0,Urban,0,3875
LP002158,Male,Yes,0,Not Graduate,No,3000,1666,100.0,480.0,0.0,Urban,0,4666
LP002160,Male,Yes,3,Graduate,No,5167,3167,200.0,360.0,1.0,Semiurban,1,8334
LP002161,Female,No,1,Graduate,No,4723,0,81.0,360.0,1.0,Semiurban,0,4723
LP002170,Male,Yes,2,Graduate,No,5000,3667,236.0,360.0,1.0,Semiurban,1,8667
LP002175,Male,Yes,0,Graduate,No,4750,2333,130.0,360.0,1.0,Urban,1,7083
LP002178,Male,Yes,0,Graduate,No,3013,3033,95.0,300.0,1.0,Urban,1,6046
LP002180,Male,No,0,Graduate,Yes,6822,0,141.0,360.0,1.0,Rural,1,6822
LP002181,Male,No,0,Not Graduate,No,6216,0,133.0,360.0,1.0,Rural,0,6216
LP002187,Male,No,0,Graduate,No,2500,0,96.0,480.0,1.0,Semiurban,0,2500
LP002188,Male,No,0,Graduate,No,5124,0,124.0,360.0,0.0,Rural,0,5124
LP002190,Male,Yes,1,Graduate,No,6325,0,175.0,360.0,1.0,Semiurban,1,6325
LP002191,Male,Yes,0,Graduate,No,19730,5266,570.0,360.0,1.0,Rural,0,24996
LP002194,Female,No,0,Graduate,Yes,15759,0,55.0,360.0,1.0,Semiurban,1,15759
LP002197,Male,Yes,2,Graduate,No,5185,0,155.0,360.0,1.0,Semiurban,1,5185
LP002201,Male,Yes,2,Graduate,Yes,9323,7873,380.0,300.0,1.0,Rural,1,17196
LP002205,Male,No,1,Graduate,No,3062,1987,111.0,180.0,0.0,Urban,0,5049
LP002209,Female,No,0,Graduate,No,2764,1459,110.0,360.0,1.0,Urban,1,4223
LP002211,Male,Yes,0,Graduate,No,4817,923,120.0,180.0,1.0,Urban,1,5740
LP002219,Male,Yes,3,Graduate,No,8750,4996,130.0,360.0,1.0,Rural,1,13746
LP002223,Male,Yes,0,Graduate,No,4310,0,130.0,360.0,1.0,Semiurban,1,4310
LP002224,Male,No,0,Graduate,No,3069,0,71.0,480.0,1.0,Urban,0,3069
LP002225,Male,Yes,2,Graduate,No,5391,0,130.0,360.0,1.0,Urban,1,5391
LP002226,Male,Yes,0,Graduate,No,3333,2500,128.0,360.0,1.0,Semiurban,1,5833
LP002229,Male,No,0,Graduate,No,5941,4232,296.0,360.0,1.0,Semiurban,1,10173
LP002231,Female,No,0,Graduate,No,6000,0,156.0,360.0,1.0,Urban,1,6000
LP002234,Male,No,0,Graduate,Yes,7167,0,128.0,360.0,1.0,Urban,1,7167
LP002236,Male,Yes,2,Graduate,No,4566,0,100.0,360.0,1.0,Urban,0,4566
LP002237,Male,No,1,Graduate,No,3667,0,113.0,180.0,1.0,Urban,1,3667
LP002239,Male,No,0,Not Graduate,No,2346,1600,132.0,360.0,1.0,Semiurban,1,3946
LP002243,Male,Yes,0,Not Graduate,No,3010,3136,128.0,360.0,0.0,Urban,0,6146
LP002244,Male,Yes,0,Graduate,No,2333,2417,136.0,360.0,1.0,Urban,1,4750
LP002250,Male,Yes,0,Graduate,No,5488,0,125.0,360.0,1.0,Rural,1,5488
LP002255,Male,No,3,Graduate,No,9167,0,185.0,360.0,1.0,Rural,1,9167
LP002262,Male,Yes,3,Graduate,No,9504,0,275.0,360.0,1.0,Rural,1,9504
LP002263,Male,Yes,0,Graduate,No,2583,2115,120.0,360.0,1.0,Urban,1,4698
LP002265,Male,Yes,2,Not Graduate,No,1993,1625,113.0,180.0,1.0,Semiurban,1,3618
LP002266,Male,Yes,2,Graduate,No,3100,1400,113.0,360.0,1.0,Urban,1,4500
LP002272,Male,Yes,2,Graduate,No,3276,484,135.0,360.0,1.0,Semiurban,1,3760
LP002277,Female,No,0,Graduate,No,3180,0,71.0,360.0,0.0,Urban,0,3180
LP002281,Male,Yes,0,Graduate,No,3033,1459,95.0,360.0,1.0,Urban,1,4492
LP002284,Male,No,0,Not Graduate,No,3902,1666,109.0,360.0,1.0,Rural,1,5568
LP002287,Female,No,0,Graduate,No,1500,1800,103.0,360.0,0.0,Semiurban,0,3300
LP002288,Male,Yes,2,Not Graduate,No,2889,0,45.0,180.0,0.0,Urban,0,2889
LP002296,Male,No,0,Not Graduate,No,2755,0,65.0,300.0,1.0,Rural,0,2755
LP002297,Male,No,0,Graduate,No,2500,20000,103.0,360.0,1.0,Semiurban,1,22500
LP002300,Female,No,0,Not Graduate,No,1963,0,53.0,360.0,1.0,Semiurban,1,1963
LP002301,Female,No,0,Graduate,Yes,7441,0,194.0,360.0,1.0,Rural,0,7441
LP002305,Female,No,0,Graduate,No,4547,0,115.0,360.0,1.0,Semiurban,1,4547
LP002308,Male,Yes,0,Not Graduate,No,2167,2400,115.0,360.0,1.0,Urban,1,4567
LP002314,Female,No,0,Not Graduate,No,2213,0,66.0,360.0,1.0,Rural,1,2213
LP002315,Male,Yes,1,Graduate,No,8300,0,152.0,300.0,0.0,Semiurban,0,8300
LP002317,Male,Yes,3,Graduate,No,81000,0,360.0,360.0,0.0,Rural,0,81000
LP002318,Female,No,1,Not Graduate,Yes,3867,0,62.0,360.0,1.0,Semiurban,0,3867
LP002319,Male,Yes,0,Graduate,No,6256,0,160.0,360.0,1.0,Urban,1,6256
LP002328,Male,Yes,0,Not Graduate,No,6096,0,218.0,360.0,0.0,Rural,0,6096
LP002332,Male,Yes,0,Not Graduate,No,2253,2033,110.0,360.0,1.0,Rural,1,4286
LP002335,Female,Yes,0,Not Graduate,No,2149,3237,178.0,360.0,0.0,Semiurban,0,5386
LP002337,Female,No,0,Graduate,No,2995,0,60.0,360.0,1.0,Urban,1,2995
LP002341,Female,No,1,Graduate,No,2600,0,160.0,360.0,1.0,Urban,0,2600
LP002342,Male,Yes,2,Graduate,Yes,1600,20000,239.0,360.0,1.0,Urban,0,21600
LP002345,Male,Yes,0,Graduate,No,1025,2773,112.0,360.0,1.0,Rural,1,3798
LP002347,Male,Yes,0,Graduate,No,3246,1417,138.0,360.0,1.0,Semiurban,1,4663
LP002348,Male,Yes,0,Graduate,No,5829,0,138.0,360.0,1.0,Rural,1,5829
LP002357,Female,No,0,Not Graduate,No,2720,0,80.0,360.0,0.0,Urban,0,2720
LP002361,Male,Yes,0,Graduate,No,1820,1719,100.0,360.0,1.0,Urban,1,3539
LP002362,Male,Yes,1,Graduate,No,7250,1667,110.0,360.0,0.0,Urban,0,8917
LP002364,Male,Yes,0,Graduate,No,14880,0,96.0,360.0,1.0,Semiurban,1,14880
LP002366,Male,Yes,0,Graduate,No,2666,4300,121.0,360.0,1.0,Rural,1,6966
LP002367,Female,No,1,Not Graduate,No,4606,0,81.0,360.0,1.0,Rural,0,4606
LP002368,Male,Yes,2,Graduate,No,5935,0,133.0,360.0,1.0,Semiurban,1,5935
LP002369,Male,Yes,0,Graduate,No,2920,16,87.0,360.0,1.0,Rural,1,2936
LP002370,Male,No,0,Not Graduate,No,2717,0,60.0,180.0,1.0,Urban,1,2717
LP002377,Female,No,1,Graduate,Yes,8624,0,150.0,360.0,1.0,Semiurban,1,8624
LP002379,Male,No,0,Graduate,No,6500,0,105.0,360.0,0.0,Rural,0,6500
LP002386,Male,No,0,Graduate,No,12876,0,405.0,360.0,1.0,Semiurban,1,12876
LP002387,Male,Yes,0,Graduate,No,2425,2340,143.0,360.0,1.0,Semiurban,1,4765
LP002390,Male,No,0,Graduate,No,3750,0,100.0,360.0,1.0,Urban,1,3750
LP002393,Female,Yes,0,Graduate,No,10047,0,128.0,240.0,1.0,Semiurban,1,10047
LP002398,Male,No,0,Graduate,No,1926,1851,50.0,360.0,1.0,Semiurban,1,3777
LP002401,Male,Yes,0,Graduate,No,2213,1125,128.0,360.0,1.0,Urban,1,3338
LP002403,Male,No,0,Graduate,Yes,10416,0,187.0,360.0,0.0,Urban,0,10416
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0,138.0,360.0,1.0,Rural,1,7142
LP002408,Male,No,0,Graduate,No,3660,5064,187.0,360.0,1.0,Semiurban,1,8724
LP002409,Male,Yes,0,Graduate,No,7901,1833,180.0,360.0,1.0,Rural,1,9734
LP002418,Male,No,3,Not Graduate,No,4707,1993,148.0,360.0,1.0,Semiurban,1,6700
LP002422,Male,No,1,Graduate,No,37719,0,152.0,360.0,1.0,Semiurban,1,37719
LP002424,Male,Yes,0,Graduate,No,7333,8333,175.0,300.0,1.0,Rural,1,15666
LP002429,Male,Yes,1,Graduate,Yes,3466,1210,130.0,360.0,1.0,Rural,1,4676
LP002434,Male,Yes,2,Not Graduate,No,4652,0,110.0,360.0,1.0,Rural,1,4652
LP002435,Male,Yes,0,Graduate,No,3539,1376,55.0,360.0,1.0,Rural,0,4915
LP002804,Female,Yes,0,Graduate,No,4180,2306,182.0,360.0,1.0,Semiurban,1,6486
LP002807,Male,Yes,2,Not Graduate,No,3675,242,108.0,360.0,1.0,Semiurban,1,3917
LP002813,Female,Yes,1,Graduate,Yes,19484,0,600.0,360.0,1.0,Semiurban,1,19484
LP002820,Male,Yes,0,Graduate,No,5923,2054,211.0,360.0,1.0,Rural,1,7977
LP002821,Male,No,0,Not Graduate,Yes,5800,0,132.0,360.0,1.0,Semiurban,1,5800
LP002832,Male,Yes,2,Graduate,No,8799,0,258.0,360.0,0.0,Urban,0,8799
LP002833,Male,Yes,0,Not Graduate,No,4467,0,120.0,360.0,1.0,Rural,1,4467
LP002836,Male,No,0,Graduate,No,3333,0,70.0,360.0,1.0,Urban,1,3333
LP002837,Male,Yes,3,Graduate,No,3400,2500,123.0,360.0,0.0,Rural,0,5900
LP002840,Female,No,0,Graduate,No,2378,0,9.0,360.0,1.0,Urban,0,2378
LP002841,Male,Yes,0,Graduate,No,3166,2064,104.0,360.0,0.0,Urban,0,5230
